userID,movieID,rating

193,7147,3.5
193,7153,4
193,26116,5
193,44555,4.5
193,46578,4
193,48385,4
193,55442,5
193,86347,0.5
193,97938,4
194,48,2
194,163,3
194,168,3.5
194,315,3.5
194,342,3.5
194,552,3.5
194,784,3
194,1035,4
194,1090,4.5
194,1252,3.5
194,1288,4
194,1380,2.5
194,1396,3.5
194,1500,3.5
194,1653,3.5
194,2406,3.5
194,2599,3
194,2699,3.5
194,5060,4
194,7143,4.5
195,6,4
195,10,4
195,16,4
195,25,4
195,32,4
195,36,4
195,50,5
195,70,4
195,111,2
195,150,4
195,161,4
195,165,2
195,190,1
195,233,3
195,235,5
195,260,4
195,296,5
195,300,4
195,318,5
195,373,3
195,377,4
195,431,4
195,434,3
195,527,4
195,538,3
195,553,4
195,589,3
195,608,5
195,648,5
195,778,4
195,800,2
195,866,4
195,903,2
195,904,5
195,908,5
195,919,1
195,996,1
195,1036,5
195,1041,4
195,1060,5
195,1089,5
195,1090,5
195,1097,3
195,1120,4
195,1196,4
195,1208,3
195,1210,4
195,1213,5
195,1218,1
195,1222,4
195,1233,3
195,1249,4
195,1259,4
195,1266,5
195,1270,5
195,1291,4
195,1302,5
195,1358,4
195,1365,3
195,1370,3
195,1392,4
195,1407,3
195,1449,3
195,1466,4
195,1502,3
195,1513,1
195,1573,3
195,1615,4
195,1635,2
195,1653,3
195,1670,2
195,1673,4
195,1682,4
195,1704,4
195,1722,2
195,1732,4
195,1784,4
195,1805,4
195,1863,2
195,1909,3
195,1912,4
195,1921,2
195,1923,3
195,1958,4
195,1961,4
195,1968,3
195,1994,4
195,2005,3
195,2006,4
195,2012,3
195,2028,3
195,2076,2
195,2155,5
195,2166,3
195,2186,3
195,2268,4
195,2278,3
195,2321,3
195,2325,3
195,2329,4
195,2336,4
195,2387,4
195,2391,4
195,2416,3
195,2423,5
195,2501,4
195,2571,3
195,2580,5
195,2598,4
195,2599,2
195,2692,4
195,2700,3
195,2710,1
195,2762,5
195,2763,4
195,2770,4
195,2771,3
195,2797,4
195,2840,3
195,2841,4
195,2858,4
195,2871,4
195,2879,1
195,2880,1
195,2890,4
195,2908,3
195,2916,4
195,2918,5
195,2952,3
195,2987,1
195,3005,4
195,3053,3
195,3081,4
195,3113,1
195,3148,4
195,3160,3
195,3174,4
195,3186,4
195,3203,4
195,3252,4
195,3253,4
195,3347,4
195,3408,3
195,3424,4
195,3510,4
195,3515,4
195,3535,2
195,3578,4
195,3623,3
195,3683,3
195,3717,3
195,3753,3
195,3793,4
195,3826,3
195,3897,5
195,3911,4
195,3948,4
195,3952,3
195,3983,4
195,3994,5
195,3996,5
195,3999,1
195,4019,4
195,4020,3
195,4022,3
195,4027,3
195,4029,4
195,4033,4
195,4034,5
195,4067,4
195,4223,3
195,4246,5
195,4280,4
195,4306,3
195,4308,2
195,4344,3
195,4369,3
195,4387,4
195,4389,3
195,4448,4
195,4452,4
195,4641,3
195,4720,5
195,4723,1
195,4995,4
195,5010,3
195,5254,3
196,62,4.5
196,104,3.5
196,110,3.5
196,150,5
196,364,5
196,457,3.5
196,733,5
196,1036,4.5
196,1214,4.5
196,1259,3
196,1527,3
196,1552,4
196,2028,3
196,2571,5
196,2762,3
196,3578,5
196,4963,3.5
196,5418,4
196,5952,3
196,5995,3
196,6378,4.5
196,41569,2
196,44665,4
196,47099,4
196,51935,4.5
196,58559,5
196,59315,4.5
196,68954,4
196,70286,2
196,109487,3.5
196,134130,4.5
196,142488,5
197,50,3
197,153,2
197,235,3
197,293,5
197,296,5
197,318,4
197,356,3
197,541,5
197,589,5
197,592,5
197,786,2
197,858,2
197,924,4
197,1080,5
197,1193,5
197,1201,3
197,1209,5
197,1213,3
197,1240,4
197,1377,4
197,1513,3
197,1729,3
197,1755,5
197,1784,5
197,1882,3
197,1909,4
197,1968,4
197,2025,5
197,2028,3
197,2167,2
197,2268,4
197,2571,5
197,2628,5
197,2793,3
197,3072,4
198,17,3
198,24,4
198,25,4
198,32,5
198,34,4
198,36,5
198,47,5
198,50,5
198,58,5
198,66,1
198,104,3
198,105,4
198,110,3
198,172,4
198,185,4
198,198,4
198,215,5
198,260,5
198,265,5
198,266,4
198,296,5
198,316,5
198,318,5
198,344,4
198,356,5
198,357,5
198,364,4
198,365,3
198,368,4
198,441,4
198,442,4
198,480,3
198,541,3
198,567,1
198,589,3
198,592,3
198,593,4
198,597,3
198,608,3
198,648,3
198,750,3
198,778,4
198,780,2
198,903,4
198,912,5
198,913,4
198,920,5
198,923,5
198,924,4
198,1020,3
198,1079,2
198,1089,5
198,1092,4
198,1097,3
198,1127,4
198,1172,5
198,1196,5
198,1197,5
198,1198,4
198,1200,3
198,1206,5
198,1210,5
198,1213,4
198,1214,2
198,1221,3
198,1230,3
198,1240,3
198,1246,5
198,1247,3
198,1250,5
198,1252,4
198,1258,3
198,1259,4
198,1263,3
198,1265,4
198,1270,5
198,1274,4
198,1277,4
198,1306,3
198,1307,4
198,1391,3
198,1393,5
198,1394,1
198,1446,5
198,1464,2
198,1485,4
198,1527,1
198,1573,4
198,1580,4
198,1584,4
198,1591,2
198,1597,5
198,1617,4
198,1619,4
198,1625,2
198,1627,1
198,1639,2
198,1644,3
198,1645,5
198,1653,5
198,1676,4
198,1682,4
198,1690,2
198,1704,4
198,1711,3
198,1732,3
198,1735,4
198,1876,2
198,1885,1
198,1917,3
198,1921,2
198,1960,3
198,1961,5
198,1968,3
198,1994,2
198,2012,5
198,2023,4
198,2028,4
198,2065,4
198,2067,4
198,2080,5
198,2115,3
198,2117,3
198,2174,3
198,2184,2
198,2232,2
198,2236,3
198,2324,5
198,2329,5
198,2338,1
198,2340,1
198,2357,4
198,2360,3
198,2391,2
198,2396,4
198,2407,3
198,2455,4
198,2478,2
198,2541,3
198,2571,5
198,2572,1
198,2575,3
198,2594,5
198,2600,5
198,2628,2
198,2640,3
198,2692,4
198,2706,4
198,2716,2
198,2744,4
198,2762,1
198,2791,3
198,2797,4
198,2858,5
198,2875,2
198,2916,4
198,2959,5
198,2985,2
198,2986,2
198,2997,3
198,3033,3
198,3100,5
198,3147,5
198,3156,3
198,3160,3
198,3246,5
198,3252,5
198,3263,3
198,3269,3
198,3386,4
198,3408,3
198,3436,5
198,3448,5
198,3452,2
198,3471,3
198,3481,4
198,3499,4
198,3527,2
198,3534,4
198,3578,3
198,3686,3
198,3746,5
198,3863,2
198,3868,4
198,3894,4
198,3897,2
198,3932,3
198,3949,4
198,3967,4
198,3996,3
198,4011,3
198,4014,3
198,4019,4
198,4023,5
198,4034,5
198,4121,4
198,4128,3
198,4146,1
198,4161,3
198,4174,3
198,4178,4
198,4226,4
198,4235,4
198,4239,3
198,4370,4
198,4381,2
198,4388,1
198,4448,2
198,4718,1
198,4776,4
198,4808,2
198,4823,1
198,4886,3
198,4903,3
198,4932,1
198,4963,4
198,4973,4
198,4979,1
198,4993,2
198,4995,4
198,5013,4
198,5014,5
198,5016,2
198,5349,3
198,5378,3
198,5388,3
198,5445,5
198,5459,2
198,5570,5
198,5607,5
199,6,4
199,7,3
199,11,4
199,20,2
199,21,4
199,25,5
199,36,4
199,47,3
199,50,4
199,62,1
199,81,3
199,85,1
199,111,3
