userID,movieID,rating
1,656,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,66240,1.0
1,27873,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,66240,1.0
1,27873,4.0
1,588,5.0
1,27426,2.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,66240,1.0
1,27873,4.0
1,588,5.0
1,27426,2.0
1,117533,4.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,66240,1.0
1,27873,4.0
1,588,5.0
1,27426,2.0
1,117533,4.0
1,5390,3.0
1,656,2.0
1,3068,1.0
1,573,4.0
1,4857,1.0
1,5372,4.0
1,59126,1.0
1,2676,2.0
1,6810,5.0
1,49647,4.0
1,104243,3.0
1,7698,3.0
1,58627,2.0
1,8410,5.0
1,5959,4.0
1,2116,1.0
1,72641,1.0
1,8830,5.0
1,7561,4.0
1,70708,2.0
1,88672,5.0
1,1057,5.0
1,52967,2.0
1,79572,1.0
1,351,4.0
1,135777,2.0
1,417,3.0
1,114265,1.0
1,954,4.0
1,380,2.0
1,66240,1.0
1,27873,4.0
1,588,5.0
1,27426,2.0
1,117533,4.0
1,5390,3.0
1,326,1.0
1,7228,3.0
1,605,2.0
1,79091,4.0
2,335,3.0
2,1556,2.0
2,335,3.0
2,1556,2.0
2,5461,3.0
2,335,3.0
2,1556,2.0
2,5461,3.0
2,56060,5.0
2,93040,5.0
2,335,3.0
2,1556,2.0
2,5461,3.0
2,56060,5.0
2,93040,5.0
2,2676,2.0
2,6810,5.0
2,49647,4.0
2,335,3.0
2,1556,2.0
2,5461,3.0
2,56060,5.0
2,93040,5.0
2,2676,2.0
2,6810,5.0
2,49647,4.0
2,8532,2.0
2,469,5.0
2,335,3.0
2,1556,2.0
2,5461,3.0
